timestamp,pair,trend,volatility,volume,rsi,macd_diff,price_to_sma20,price_to_sma50,atr,cci,risk_reward_ratio,hour_of_day,profit,profitable,success_probability,entry,stop_loss,take_profit,units,exit,duration,confidence,distance_to_support,distance_to_resistance
2025-07-13 17:22:59.335552,GBP_USD,downtrend,0.5099514390464538,0.4641214142235315,76.55109465025437,0.0022640917104808,1.0380430287366542,1.0498265004049254,0.0013184971876808,114.1778522327562,1.6912727563683765,17.0,-0.0012484358261519,False,0.3928242828447063,,,,,,,,,
2025-06-12 22:08:59.335552,EUR_USD,downtrend,0.2797120759365813,0.9647382651450348,71.98048814549212,0.0006455828711625,0.9826191616910704,0.9359010267234488,0.0005714079763213,30.55129907496149,1.790089257720701,22.0,0.0039918772170852,True,0.4529476530290069,,,,,,,,,
2025-05-10 06:37:59.335552,GBP_USD,sideways,0.1231667262478846,0.8589105380177384,44.74747026917229,-0.0028804976933011,0.9683099586129256,0.9609226324805978,0.0007067718011009,-52.5450654066704,2.0527482278884004,6.0,-0.0021693110743727,False,0.4317821076035477,,,,,,,,,
2024-12-28 12:10:59.335552,EUR_USD,downtrend,0.4684196292074967,0.2418103673403141,44.20700602854342,0.0021172630367061,1.0190250731189416,1.0409534995775112,0.0010122549002966,165.79058818868117,2.0834063384355748,12.0,-0.0027044068970534,False,0.3483620734680628,,,,,,,,,
2024-10-30 20:02:59.335552,EUR_USD,downtrend,0.839741640302153,0.6318746699201255,50.63782526090621,0.0011448596443582,0.9788071767175138,1.01180936971974,0.0009505279957913,-119.22083477280673,1.7569932026511763,20.0,-0.001441420846012,False,0.5063749339840251,,,,,,,,,
2024-09-03 08:43:59.335552,GBP_USD,uptrend,0.41183717501978,0.9637262675715536,68.6043930903736,-0.0001491757533332,1.0468796572892916,1.0206734613344486,0.0017982506933633,8.899656044667239,1.943243672514864,8.0,0.0035029700601998,True,0.6427452535143107,,,,,,,,,
2025-03-24 13:43:59.335552,EUR_USD,downtrend,0.5921538862583613,0.8774300027247968,36.0182092275803,-0.0010557563326359,1.0467204717154943,1.0355368629761952,0.0013119283272796,98.0137977790098,2.1610106408460483,13.0,-0.0014450369717469,False,0.6254860005449593,,,,,,,,,
2025-05-14 16:14:59.335552,GBP_USD,uptrend,0.6746582091352458,0.8718638677789858,72.74692405080197,0.0022877673428473,1.0076024679263182,0.9355309110894796,0.0008148430063572,-37.93686862233284,2.09471034187195,16.0,0.0027550957643707,True,0.5943727735557971,,,,,,,,,
2024-08-11 08:23:59.335552,USD_CAD,downtrend,0.5832852661732754,0.6976355473808988,75.7929933757774,-0.0018488206550792,1.0407415536278612,1.0010622554792377,0.0019760079553149,30.243310550050808,1.8818135365838464,8.0,0.0053095955318185,True,0.4395271094761798,,,,,,,,,
2025-05-13 21:57:59.335552,USD_CAD,uptrend,0.8941979922462117,0.9300079133133248,57.65998359215395,-0.0004984934289088,0.9458588346938708,1.0066334416722882,0.0005012840781491,33.891459228865045,2.3132662074649213,21.0,0.0039471694527752,True,0.446001582662665,,,,,,,,,
